id,input_arabic,input_english,prediction_arabic,prediction_english,ground_truth,Level,quadrant
3648,"في فحص الجسم الزجاجي باستخدام المصباح الشقي: (اختر الاجابة الخاطئة)
A) تستخدم عدسات خاصة توضع على القرنية مثل العدسات مثلثة المرايا
B) تستخدم عدسات توضع امام القرنية مثل عدسة فولك
C) يعطي الجهاز رؤية مجسمة ومكبرة للقسم الامامي للعين
D) يعطي الجهاز رؤية مكبرة ومجسمة للقسم الخلفي للعين","In vitreous examination using a slit lamp: (Choose the incorrect answer)
A) Special lenses are placed on the cornea, such as triangular mirror lenses.
B) Lenses are placed in front of the cornea, such as a Folk lens.
C) The device provides a stereoscopic and magnified view of the anterior segment of the eye.
D) The device provides a magnified and stereoscopic view of the posterior segment of the eye.",C,D,C,Y5,arabic_only
3793,"كل مما يلي يمكن أن يحدثه الـ - D تيوبوكورارين ماعدا :
A) هبوط ضغط
B) زيادة الحركة الحوية
C) زيادة المفرزات الهضمية
D) شلل العضلات التنفسية
E) تضيق قصبي","All of the following can be caused by D-tubocurarine EXCEPT:
A) Hypotension
B) Increased peristalsis
C) Increased digestive secretions
D) Paralysis of the respiratory muscles
E) Bronchial constriction",B,E,B,Y3,arabic_only
4888,"مريضة عمرها 20 سنة مصابة بحبن متوسط الشدة منذ شهر، كل ما يلي يدخل في خطة العمل والبحث عن السبب ما عدا:
A) القصة السريرية والفحص السريري.
B) الفحوص المخبرية والشعاعية.
C) بزل سائل الحين.
D) الفحوص التنظيرية الداخلية.
E) تنظير البطن الاستقصائي أولاً.","A 20-year-old female patient has presented with moderate ascites for one month. All of the following should be considered in the investigation plan:

A) Clinical history and physical examination.

B) Laboratory and radiological investigations.

C) Ascites.

D) Endoscopic examinations.

E) Initial exploratory laparoscopy.",E,A,E,Y4,arabic_only
3598,"فيما يتعلق بالجدار السفلي للحجاج كل ما يلي صحيح ما عدا:
A) يسمى قاع الحجاج
B) يحوي الشق الحجابي العلوي
C) يشكل كل سقف الجيب الفكي
D) يتألف من العظم الوجني والحنكي والفكي العلوي
E) كل ورد صبح","Regarding the inferior wall of the orbit, all of the following are true except:
A) It is called the floor of the orbit
B) It contains the superior phrenic fissure
C) It forms the roof of the maxillary sinus
D) It consists of the zygomatic, palatine, and maxillary bones
E) Every morning rosette",B,E,B,Y5,arabic_only
3158,"مريض عمره 24 سنة راجعت بطفح جلدي مؤلم على الساقين وصورة الصدر أظهرت ضخامة في السرتين ماهو التشخيص الأكثر احتمالاً
A) تليف رئة ذاتي.
B) غرناوية.
C) Hypersensitivity
D) Lymphangioleiomyomatosis
E) سل دخني.","A 24-year-old male patient presented with a painful rash on his legs and a chest X-ray showing bicornuate hypertrophy. What is the most likely diagnosis?

A) Idiopathic pulmonary fibrosis.

B) Sarcoidosis.

C) Hypersensitivity

D) Lymphangioleiomyomatosis

E) Miliary tuberculosis.",B,E,B,Y4,arabic_only
3288,"فيما يخص الشَّوكَميبة (اختر الجواب الصحيح)
A) لا تعيش عادة في المياه.
B) تنتقل عبر الجلد أو الجهاز التنفسي عند السباحة في المياه الملوثة.
C) تكون فيه الهيولي متمايزة إلى خارجية وداخلية
D) تشكل رجل واحدة في حين أن النِّيجَارِيَّةُ تشكل عدة أرجل كاذبة.
E) تسبب التهاب الملتحمة و القرينة عند المثبطين مناعياً.","Regarding Acanthamoeba (choose the correct answer):
A) It does not usually live in water.

B) It is transmitted through the skin or respiratory system when swimming in contaminated water.

C) Its cytoplasm is differentiated into ectoplasmic and endoplasmic.

D) It forms a single leg, while Acanthamoeba nigaricum forms several pseudopodia.

E) It causes conjunctivitis and keratoconjunctivitis in immunocompromised individuals.",B,C,B,Y3,arabic_only
3371,"كل مما يلي يعتبر من المتحولات المعوية ما عدا:
A) المتحولة الحالة للنسج
B) المتحولة الهارتمانية
C) الونيدة الضخمة
D) المتحولة الثنائية الهشة
E) المتحولة اليودية البوتشيلية","All of the following are enterozoites except:
A) Entamoeba histolytica
B) Entamoeba hartmannii
C) Entamoeba macrophylla
D) Entamoeba difragilis
E) Entamoeba botulinum",C,E,C,Y3,arabic_only
3317,"بقطع جسمية تقدر ب ٢٠٠ قطعة
A) بقطع طولانية الشكل
B) بثلاث خصيات في القطع الناضجة
C) يتمايز راس المحرشفة القزمة ب
D) 4 محاجم فقط
E) 4 محاجم مع4 كلاليب","With approximately 200 body segments:
A) Longitudinal segments
B) Three testes in mature segments
C) The head of the dwarf scaly fin is distinguished by:
D) Only 4 suckers
E) 4 suckers with 4 hooks",D,E,D,Y3,arabic_only
2454,"بيتم الكشف عن التفضيلات العرضائية للنسج بـ... وأما فيما يتعلق بالمقدرة الفاصلة الطولانية فهي تعتمد على ..........
A) المقدرة الفاصلة للمجهرية الضوئية - قصر النبضات الضوئية المستخدمة
B) النبضات الضوئية المستخدمة - المقدرة الفاصلة للمجهرية الضوئية
C) المسار الضوئي - المسار الهندسي
D) المسار الهندسي - المسار الصوتي .","The transverse preferences of tissues are revealed by... As for the longitudinal separation capability, it depends on...
A) The separation capability of the optical microscope - the shortness of the optical pulses used
B) The optical pulses used - the separation capability of the optical microscope
C) The optical path - the geometric path
D) The geometric path - the acoustic path.",A,B,A,Y3,arabic_only
3663,"العلامات التي تدل على استحالة الوحمة إلى ورم قيتاميني خبيث (الصحيحة) #19# E B D C B C B B D A C C الإجابة
A) رؤية شرر ضوئي
B) ارتفاع الآفة بشكل كروي
C) تبدلات في الابتيليوم الصباغي على سطح الآفة
D) تشكل انفصال شبكية
E) كل ما سبق صحيح","Signs indicating transformation of a nevus into a malignant chymatous tumor (correct) #19# E B D C B C B B D A C C Answer
A) Seeing flashes of light
B) The lesion is raised in a spherical shape
C) Changes in the pigment epithelium on the surface of the lesion
D) Formation of a retinal detachment
E) All of the above are correct",E,C,E,Y5,arabic_only
4928,"إن الفحص المقترح المشخص للمريض السابق هو:
A) ايكو بطن.
B) صورة بطن بالوقوف.
C) طبقي محوري للبطن بدون حقن.
D) تصوير وعاني مساريقي.
E) فحص البراز.","The suggested diagnostic tests for the previous patient are:
A) Abdominal ultrasound.

B) Standing abdominal X-ray.

C) Non-invasive abdominal CT scan.

D) Anorectal radiography.

E) Stool examination.",D,C,D,Y4,arabic_only
3633,"في تأثير الأذية الكليلة على العصب البصري: (اختر الخطأ)
A) تكون شائعة في كسور قاعدة الجمجمة
B) يحدث وذمة + نزف
C) من الشائع انقلاع العصب بسبب طلق ناري
D) يحدث تمزق المقلة في مكان ضعيف مثل اللم حول العصب البصري","Regarding the effect of blunt injury on the optic nerve: (Choose the incorrect one)
A) It is common in skull base fractures
B) Edema + hemorrhage occurs
C) Nerve avulsion due to gunshot wounds is common
D) Ocular rupture occurs in a vulnerable area such as around the optic nerve",C,D,C,Y5,arabic_only
4931,"3. أجري تنظير هضمي علوي لرجل عمره 55 سنة وتم اخباره أن لديه آفة قد تسبب فقراً دموياً والنزف الحاد منها غير شائع ما هو هذا التشخيص؟
A) 1. قرحة معدية.
B) 2. سرطانة معدية.
C) 3. قرحة عفجية.
D) 4. دوالي مريئية.
E) 5. تسحجات معدية.","3. A 55-year-old man underwent an upper endoscopy and was informed that he had a lesion that could cause anemia, although acute bleeding from it is uncommon. What is this diagnosis?

A) 1. Gastric ulcer.

B) 2. Gastric carcinoma.

C) 3. Duodenal ulcer.

D) 4. Esophageal varices.

E) 5. Gastric abrasions.",B,C,B,Y4,arabic_only
3379,"جانبية المناسل الوسترمانية
A) الصفر الخراطيني
B) المشوكة الحبيبية
C) تستطيع بيوض الاسكاريس في درجة حرارة ية في التراب لفترة ١٠ مئوية البقاء حية في:
D) ثلاثة اشهر
E) سنة اشهر","Lateral gonadal pathogens of Westermann
A) Ascaris granulosus
B) Echinococcus granulosus
C) Ascaris eggs can remain viable in soil at a temperature of 10°C for:
D) Three months
E) One year",D,B,D,Y3,arabic_only
2422,"من ميزات التصوير المقطعي المحوري:
A) أحدث ثورة في مجالات الطلب
B) توفير تشخيص أقل ضررا
C) أكثر دقة
D) كل ما سبق صحيح","The advantages of computed tomography (CT) include:
A) Revolutionizing the field of demand
B) Providing less invasive diagnoses
C) Greater accuracy
D) All of the above are true",D,C,D,Y3,arabic_only
3596,"التهاب الصلبة وتينون يعتبر من :
A) التهاب الصلبة الأمامي.
B) التهاب الصلبة الخلفي
C) التهاب ما حول الصلبة أمامي
D) التهاب ما حول الصلبة الخلفي
E) كل ماسبق خطأ","Scleritis and Tenon's disease are considered:
A) Anterior scleritis.

B) Posterior scleritis.
C) Anterior periscleropathy.
D) Posterior periscleropathy.
E) All of the above are incorrect.",B,D,B,Y5,arabic_only
3609,"الورم الكاذب للحجاج ما عدا: امراض العصب البصري
A) يحدث بين ال 20-50 سنة من العمر
B) غالباً ثنائي الجانب عند الكبار
C) غالباً ثنائي الجانب عند الاطفال
D) قد تسبب إصابات في حدة البصر وتليف في أنسجة الحجاج","Pseudotumoris (except for optic nerve diseases):
A) Occurs between 20 and 50 years of age
B) Often bilateral in adults
C) Often bilateral in children
D) May cause visual acuity impairment and fibrosis of orbital tissues",B,D,B,Y5,arabic_only
